AWARD	PERSON	DATE	GENDER	DESCRIPTION
APA Award for Distinguished Scientific Contributions to Psychology	Neil Schneiderman	1994-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Niko Tinbergen	1987-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Niko Tinbergen	1987-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Noam Chomsky	1984-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Patrick Suppes	1972-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Paul E. Meehl	1958-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Paul Rozin	2007-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Paul Slovic	1993-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Paul Thomas Young	1965-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Peter J. Lang	1993-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Peter J. Lang	1993-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Peter J. Lang	1993-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Philip Teitelbaum	1978-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Philip Teitelbaum	1978-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Philip Teitelbaum	1978-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Richard Davidson	2000-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Richard E. Nisbett	1991-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Richard N. Aslin	2014-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Richard N. Aslin	2014-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Richard Shiffrin	2004-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Robert A. Rescorla	1986-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Robert A. Rescorla	1986-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Robert P. Abelson	1986-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Robert P. Abelson	1986-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Robert P. Abelson	1986-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Robert Richardson Sears	1975-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Robert Richardson Sears	1975-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Robert S. Siegler	2005-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Robert S. Siegler	2005-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Robert S. Siegler	2005-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Robert Sapolsky	2013-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Robert Sapolsky	2013-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Robert Sapolsky	2013-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Robert W. Goy	1996-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Robert W. Goy	1996-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Robert Wurtz	1997-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Robert Wurtz	1997-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Robert Zajonc	1978-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Rochel Gelman	1995-01-01T00:00:00Z	female	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Rochel Gelman	1995-01-01T00:00:00Z	female	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Roger Barker	1963-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Roger Barker	1963-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Roger Barker	1963-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Roger Brown	1971-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Roger Brown	1971-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Roger Brown	1971-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Roger Shepard	1976-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Roger Shepard	1976-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Roger Sperry	1971-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Roger Sperry	1971-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Roger Sperry	1971-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Russell L. De Valois	1977-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Sheldon Cohen	2004-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Sheldon Cohen	2004-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Sheldon Cohen	2004-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Shelley E. Taylor	1996-01-01T00:00:00Z	female	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Stanislas Dehaene	2015-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Stanley Schachter	1969-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Stanley Schachter	1969-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Stanley Smith Stevens	1960-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Steven F. Maier	2009-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Steven F. Maier	2009-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Susan Carey	2009-01-01T00:00:00Z	female	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Susan T. Fiske	2010-01-01T00:00:00Z	female	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Susan T. Fiske	2010-01-01T00:00:00Z	female	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Susan T. Fiske	2010-01-01T00:00:00Z	female	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Theodore Newcomb	1976-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Theodore Newcomb	1976-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Theodore Newcomb	1976-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Trevor W. Robbins	2011-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Trevor W. Robbins	2011-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Trevor W. Robbins	2011-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Ursula Bellugi	1992-01-01T00:00:00Z	female	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Walter Kintsch	1992-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Walter Mischel	1982-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	William A. Mason	1995-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	William A. Mason	1995-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	William A. Mason	1995-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	William J. McGuire	1988-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	William Newsome	2002-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	William Newsome	2002-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	William Newsome	2002-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	William T. Greenough	1998-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Wolfgang Köhler	1956-01-01T00:00:00Z	male	$null$
ASA Silver Medal	Andrea Prosperetti	2013-01-01T00:00:00Z	male	$null$
ASA Silver Medal	Andrea Prosperetti	2013-01-01T00:00:00Z	male	$null$
ASA Silver Medal	Carleen Hutchins	1981-01-01T00:00:00Z	female	$null$
ASA Silver Medal	Carleen Hutchins	1981-01-01T00:00:00Z	female	$null$
ASA Silver Medal	Clarence S. Clay, Jr.	1993-01-01T00:00:00Z	male	$null$
ASA Silver Medal	Clarence S. Clay, Jr.	1993-01-01T00:00:00Z	male	$null$
ASA Silver Medal	D. Van Holliday	2004-01-01T00:00:00Z	male	$null$
ASA Silver Medal	D. Van Holliday	2004-01-01T00:00:00Z	male	$null$
ASA Silver Medal	Franklin S. Cooper	1975-01-01T00:00:00Z	male	$null$
ASA Silver Medal	Franklin S. Cooper	1975-01-01T00:00:00Z	male	$null$
ASA Silver Medal	Gunnar Fant	1980-01-01T00:00:00Z	male	$null$
ASA Silver Medal	Gunnar Fant	1980-01-01T00:00:00Z	male	$null$
ASA Silver Medal	Harry F. Olson	1974-01-01T00:00:00Z	male	$null$
ASA Silver Medal	Harry F. Olson	1974-01-01T00:00:00Z	male	$null$
ASA Silver Medal	Hugh S. Knowles	1976-01-01T00:00:00Z	male	$null$
ASA Silver Medal	Hugh S. Knowles	1976-01-01T00:00:00Z	male	$null$
ASA Silver Medal	Ingo Titze	2007-01-01T00:00:00Z	male	$null$
ASA Silver Medal	Ingo Titze	2007-01-01T00:00:00Z	male	$null$
ASA Silver Medal	James A. Simmons	2005-01-01T00:00:00Z	male	$null$
ASA Silver Medal	James A. Simmons	2005-01-01T00:00:00Z	male	$null$
ASA Silver Medal	John Backus	1986-01-01T00:00:00Z	male	$null$
ASA Silver Medal	John Backus	1986-01-01T00:00:00Z	male	$null$
ASA Silver Medal	John Ohala	2015-01-01T00:00:00Z	male	$null$
ASA Silver Medal	John Ohala	2015-01-01T00:00:00Z	male	$null$
ASA Silver Medal	Katherine Safford Harris	2005-01-01T00:00:00Z	female	$null$
ASA Silver Medal	Katherine Safford Harris	2005-01-01T00:00:00Z	female	$null$
ASA Silver Medal	Kenneth N. Stevens	1983-01-01T00:00:00Z	male	$null$
ASA Silver Medal	Kenneth N. Stevens	1983-01-01T00:00:00Z	male	$null$
ASA Silver Medal	Lloyd A. Jeffress	1977-01-01T00:00:00Z	male	$null$
ASA Silver Medal	Lloyd A. Jeffress	1977-01-01T00:00:00Z	male	$null$
ASA Silver Medal	Mack A. Breazeale	1988-01-01T00:00:00Z	male	$null$
ASA Silver Medal	Mack A. Breazeale	1988-01-01T00:00:00Z	male	$null$
ASA Silver Medal	Max Mathews	1989-01-01T00:00:00Z	male	$null$
ASA Silver Medal	Max Mathews	1989-01-01T00:00:00Z	male	$null$
ASA Silver Medal	Patricia K. Kuhl	1997-01-01T00:00:00Z	female	$null$
ASA Silver Medal	Per Vilhelm Brüel	1982-01-01T00:00:00Z	male	$null$
ASA Silver Medal	Per Vilhelm Brüel	1982-01-01T00:00:00Z	male	$null$
ASA Silver Medal	Peter Ladefoged	1994-01-01T00:00:00Z	male	$null$
ASA Silver Medal	Peter Ladefoged	1994-01-01T00:00:00Z	male	$null$
ASA Silver Medal	Peter Westervelt	2008-01-01T00:00:00Z	male	$null$
ASA Silver Medal	Richard H. Lyon	1998-01-01T00:00:00Z	male	$null$
ASA Silver Medal	Richard H. Lyon	1998-01-01T00:00:00Z	male	$null$
ASA Silver Medal	Sheila Blumstein	2014-01-01T00:00:00Z	female	$null$
ASA Silver Medal	Whitlow Au	1998-01-01T00:00:00Z	male	$null$
ASME Medal	Charles F. Kettering	1940-01-01T00:00:00Z	male	"highest award of ASME for ""eminently distinguished engineering achievement"""
ASME Medal	Harry Franklin Vickers	1956-01-01T00:00:00Z	male	"highest award of ASME for ""eminently distinguished engineering achievement"""
ASME Medal	Jacob Pieter Den Hartog	1979-01-01T00:00:00Z	male	"highest award of ASME for ""eminently distinguished engineering achievement"""
ASME Medal	John Abele	2010-01-01T00:00:00Z	male	"highest award of ASME for ""eminently distinguished engineering achievement"""
ASME Medal	Miklós Hoff	1974-01-01T00:00:00Z	male	"highest award of ASME for ""eminently distinguished engineering achievement"""
ASME Medal	Morris E. Leeds	1946-01-01T00:00:00Z	male	"highest award of ASME for ""eminently distinguished engineering achievement"""
ASME Medal	Theodore von Kármán	1941-01-01T00:00:00Z	male	"highest award of ASME for ""eminently distinguished engineering achievement"""
ASME Medal	Van C. Mow	2014-01-01T00:00:00Z	male	"highest award of ASME for ""eminently distinguished engineering achievement"""
ASME Medal	Waloddi Weibull	1972-01-01T00:00:00Z	male	"highest award of ASME for ""eminently distinguished engineering achievement"""
ASME Medal	William Le Roy Emmet	1930-01-01T00:00:00Z	male	"highest award of ASME for ""eminently distinguished engineering achievement"""
Abdus Salam Medal	Chintamani Nagesa Ramachandra Rao	2008-01-01T00:00:00Z	male	Italian science award
Abdus Salam Medal	Chintamani Nagesa Ramachandra Rao	2008-01-01T00:00:00Z	male	Italian science award
Abdus Salam Medal	Federico Mayor Zaragoza	1995-01-01T00:00:00Z	male	Italian science award
Abdus Salam Medal	Federico Mayor Zaragoza	1995-01-01T00:00:00Z	male	Italian science award
Abdus Salam Medal	Jacob Palis	2015-01-01T00:00:00Z	male	Italian science award
Abdus Salam Medal	Jacob Palis	2015-01-01T00:00:00Z	male	Italian science award
Abdus Salam Medal	José I. Vargas	2000-01-01T00:00:00Z	male	Italian science award
Abdus Salam Medal	José I. Vargas	2000-01-01T00:00:00Z	male	Italian science award
Abdus Salam Medal	Lu Yongxiang	2005-01-01T00:00:00Z	male	Italian science award
Abdus Salam Medal	Mambillikalathil Govind Kumar Menon	1996-01-01T00:00:00Z	male	Italian science award
Abdus Salam Medal	Mohamed H.A. Hassan	2012-01-01T00:00:00Z	male	Italian science award
Abdus Salam Medal	Paolo Budinich	2002-01-01T00:00:00Z	male	Italian science award
Abdus Salam Medal	Thomas Risley Odhiambo	1998-01-01T00:00:00Z	male	Italian science award
Abdus Salam Medal	Thomas Risley Odhiambo	1998-01-01T00:00:00Z	male	Italian science award
Abel Prize	Andrew Wiles	2016-01-01T00:00:00Z	male	international prize presented by the King of Norway to one or more outstanding mathematicians
Abel Prize	Andrew Wiles	2016-01-01T00:00:00Z	male	international prize presented by the King of Norway to one or more outstanding mathematicians
Abel Prize	Endre Szemerédi	2012-01-01T00:00:00Z	male	international prize presented by the King of Norway to one or more outstanding mathematicians
Abel Prize	Grigory Margulis	2020-01-01T00:00:00Z	male	international prize presented by the King of Norway to one or more outstanding mathematicians
Abel Prize	Hillel Furstenberg	2020-01-01T00:00:00Z	male	international prize presented by the King of Norway to one or more outstanding mathematicians
Abel Prize	Isadore Singer	2004-01-01T00:00:00Z	male	international prize presented by the King of Norway to one or more outstanding mathematicians
Abel Prize	Jacques Tits	2008-01-01T00:00:00Z	male	international prize presented by the King of Norway to one or more outstanding mathematicians
Abel Prize	Jean-Pierre Serre	2003-01-01T00:00:00Z	male	international prize presented by the King of Norway to one or more outstanding mathematicians
Abel Prize	John Forbes Nash	2015-01-01T00:00:00Z	male	international prize presented by the King of Norway to one or more outstanding mathematicians
Abel Prize	John G. Thompson	2008-01-01T00:00:00Z	male	international prize presented by the King of Norway to one or more outstanding mathematicians
Abel Prize	John Milnor	2011-01-01T00:00:00Z	male	international prize presented by the King of Norway to one or more outstanding mathematicians
Abel Prize	Karen Keskulla Uhlenbeck	2019-05-21T00:00:00Z	female	international prize presented by the King of Norway to one or more outstanding mathematicians
Abel Prize	Karen Keskulla Uhlenbeck	2019-05-21T00:00:00Z	female	international prize presented by the King of Norway to one or more outstanding mathematicians
Abel Prize	Lennart Carleson	2006-01-01T00:00:00Z	male	international prize presented by the King of Norway to one or more outstanding mathematicians
Abel Prize	Louis Nirenberg	2015-01-01T00:00:00Z	male	international prize presented by the King of Norway to one or more outstanding mathematicians
Abel Prize	Mikhail Leonidovich Gromov	2009-01-01T00:00:00Z	male	international prize presented by the King of Norway to one or more outstanding mathematicians
Abel Prize	Pierre Deligne	2013-01-01T00:00:00Z	male	international prize presented by the King of Norway to one or more outstanding mathematicians
Abel Prize	Robert Langlands	2018-01-01T00:00:00Z	male	international prize presented by the King of Norway to one or more outstanding mathematicians
Abel Prize	Sathamangalam Ranga Iyengar Srinivasa Varadhan	2007-01-01T00:00:00Z	male	international prize presented by the King of Norway to one or more outstanding mathematicians
Abel Prize	Yves Meyer	2017-01-01T00:00:00Z	male	international prize presented by the King of Norway to one or more outstanding mathematicians
Abercrombie Prize	Jan Gehl	1993-01-01T00:00:00Z	male	$null$
Abercrombie Prize	Peter Hall	2008-01-01T00:00:00Z	male	$null$
Abercrombie Prize	Sven Markelius	1961-01-01T00:00:00Z	male	$null$
Abraham Pais Prize for History of Physics	Allan Franklin	2016-01-01T00:00:00Z	male	annual prize recognizes outstanding scholarly achievements in the history of physics
Abraham Pais Prize for History of Physics	Allan Franklin	2016-01-01T00:00:00Z	male	annual prize recognizes outstanding scholarly achievements in the history of physics
Abraham Pais Prize for History of Physics	David C. Cassidy	2014-01-01T00:00:00Z	male	annual prize recognizes outstanding scholarly achievements in the history of physics
Abraham Pais Prize for History of Physics	David C. Cassidy	2014-01-01T00:00:00Z	male	annual prize recognizes outstanding scholarly achievements in the history of physics
Abraham Pais Prize for History of Physics	Gerald Holton	2008-01-01T00:00:00Z	male	annual prize recognizes outstanding scholarly achievements in the history of physics
Abraham Pais Prize for History of Physics	Gerald Holton	2008-01-01T00:00:00Z	male	annual prize recognizes outstanding scholarly achievements in the history of physics
Abraham Pais Prize for History of Physics	John L. Heilbron	2006-01-01T00:00:00Z	male	annual prize recognizes outstanding scholarly achievements in the history of physics
Abraham Pais Prize for History of Physics	John L. Heilbron	2006-01-01T00:00:00Z	male	annual prize recognizes outstanding scholarly achievements in the history of physics
Abraham Pais Prize for History of Physics	Lillian Hoddeson	2012-01-01T00:00:00Z	female	annual prize recognizes outstanding scholarly achievements in the history of physics
Abraham Pais Prize for History of Physics	Lillian Hoddeson	2012-01-01T00:00:00Z	female	annual prize recognizes outstanding scholarly achievements in the history of physics
Abraham Pais Prize for History of Physics	Martin J. Klein	2005-01-01T00:00:00Z	male	annual prize recognizes outstanding scholarly achievements in the history of physics
Abraham Pais Prize for History of Physics	Martin J. Klein	2005-01-01T00:00:00Z	male	annual prize recognizes outstanding scholarly achievements in the history of physics
Abraham Pais Prize for History of Physics	Mary Jo Nye	2017-01-01T00:00:00Z	female	annual prize recognizes outstanding scholarly achievements in the history of physics
Abraham Pais Prize for History of Physics	Mary Jo Nye	2017-01-01T00:00:00Z	female	annual prize recognizes outstanding scholarly achievements in the history of physics
Abraham Pais Prize for History of Physics	Max Jammer	2007-01-01T00:00:00Z	male	annual prize recognizes outstanding scholarly achievements in the history of physics
Abraham Pais Prize for History of Physics	Max Jammer	2007-01-01T00:00:00Z	male	annual prize recognizes outstanding scholarly achievements in the history of physics
Abraham Pais Prize for History of Physics	Roger H. Stuewer	2013-01-01T00:00:00Z	male	annual prize recognizes outstanding scholarly achievements in the history of physics
Abraham Pais Prize for History of Physics	Roger H. Stuewer	2013-01-01T00:00:00Z	male	annual prize recognizes outstanding scholarly achievements in the history of physics
Abraham Pais Prize for History of Physics	Russell McCormmach	2010-01-01T00:00:00Z	male	annual prize recognizes outstanding scholarly achievements in the history of physics
Abraham Pais Prize for History of Physics	Russell McCormmach	2010-01-01T00:00:00Z	male	annual prize recognizes outstanding scholarly achievements in the history of physics
Abraham Pais Prize for History of Physics	Silvan S. Schweber	2011-01-01T00:00:00Z	male	annual prize recognizes outstanding scholarly achievements in the history of physics
Abraham Pais Prize for History of Physics	Silvan S. Schweber	2011-01-01T00:00:00Z	male	annual prize recognizes outstanding scholarly achievements in the history of physics
Abraham Pais Prize for History of Physics	Spencer R. Weart	2015-01-01T00:00:00Z	male	annual prize recognizes outstanding scholarly achievements in the history of physics
Abraham Pais Prize for History of Physics	Spencer R. Weart	2015-01-01T00:00:00Z	male	annual prize recognizes outstanding scholarly achievements in the history of physics
Abraham Pais Prize for History of Physics	Stephen Brush	2009-01-01T00:00:00Z	male	annual prize recognizes outstanding scholarly achievements in the history of physics
Abraham Pais Prize for History of Physics	Stephen Brush	2009-01-01T00:00:00Z	male	annual prize recognizes outstanding scholarly achievements in the history of physics
Academic Prize	Dag Olav Hessen	2010-01-01T00:00:00Z	male	$null$
Academic Prize	Karl Ove Moene	2011-01-01T00:00:00Z	male	$null$
Academic Prize	Sissel Rogne	2012-01-01T00:00:00Z	female	$null$
Academic Prize	Sissel Rogne	2012-01-01T00:00:00Z	female	$null$
Academy Award of the Bavarian Academy of Sciences	Dagmar von Helversen	1992-01-01T00:00:00Z	female	$null$
Academy Award of the Bavarian Academy of Sciences	Hartmut Mehlitz	2012-01-01T00:00:00Z	male	$null$
Academy Award of the Bavarian Academy of Sciences	Helmut Boese	1997-01-01T00:00:00Z	male	$null$
Academy Award of the Bavarian Academy of Sciences	Karl Bayer	2009-01-01T00:00:00Z	male	$null$
Academy Award of the Bavarian Academy of Sciences	Klaus-Peter Kelber	2001-01-01T00:00:00Z	male	$null$
Academy Award of the Bavarian Academy of Sciences	Lenz Meierott	2009-01-01T00:00:00Z	male	$null$
Academy Award of the Bavarian Academy of Sciences	Martha Haussperger	1999-01-01T00:00:00Z	female	$null$
Academy Award of the Bavarian Academy of Sciences	Otto Braasch	1986-01-01T00:00:00Z	male	$null$
Academy Award of the Bavarian Academy of Sciences	Otto Gritschneder	2004-01-01T00:00:00Z	male	$null$
Academy Award of the Bavarian Academy of Sciences	Peter Rau	2013-12-07T00:00:00Z	male	$null$
Academy Award of the Bavarian Academy of Sciences	Ursula Koch	1990-01-01T00:00:00Z	female	$null$
Academy Award of the Bavarian Academy of Sciences	Walter Metzner	1989-01-01T00:00:00Z	male	$null$
Academy Award of the Bavarian Academy of Sciences	Wolf-Armin von Reitzenstein	2015-01-01T00:00:00Z	male	$null$
Academy Award of the Hungarian Academy of Sciences	Adorján Bartha	1990-01-01T00:00:00Z	male	award
Academy Award of the Hungarian Academy of Sciences	Alajos Kálmán	1975-01-01T00:00:00Z	male	award
Academy Award of the Hungarian Academy of Sciences	Andor Berei	1963-01-01T00:00:00Z	male	award
Academy Award of the Hungarian Academy of Sciences	András Hegedüs	1961-01-01T00:00:00Z	male	award
Academy Award of the Hungarian Academy of Sciences	András Martinkó	1979-01-01T00:00:00Z	male	award
Academy Award of the Hungarian Academy of Sciences	András Spät	1987-01-01T00:00:00Z	male	award
Academy Award of the Hungarian Academy of Sciences	Antal Kiss	1981-01-01T00:00:00Z	male	award
Academy Award of the Hungarian Academy of Sciences	Antal Kiss	1981-01-01T00:00:00Z	male	award
Academy Award of the Hungarian Academy of Sciences	Antal László	1965-01-01T00:00:00Z	male	award
Academy Award of the Hungarian Academy of Sciences	Antal Mátyás	1981-01-01T00:00:00Z	male	award
Academy Award of the Hungarian Academy of Sciences	Antal Ádám	1962-01-01T00:00:00Z	male	award
Academy Award of the Hungarian Academy of Sciences	Antal Ádám	1962-01-01T00:00:00Z	male	award
Academy Award of the Hungarian Academy of Sciences	Antal Ádám	1970-01-01T00:00:00Z	male	award
Academy Award of the Hungarian Academy of Sciences	Antal Ádám	1970-01-01T00:00:00Z	male	award
Academy Award of the Hungarian Academy of Sciences	Antal Ádám	1970-01-01T00:00:00Z	male	award
Academy Award of the Hungarian Academy of Sciences	Attila Demény	2007-01-01T00:00:00Z	male	award
Academy Award of the Hungarian Academy of Sciences	Bálint Csatári	1997-01-01T00:00:00Z	male	award
Academy Award of the Hungarian Academy of Sciences	Béla Flerkó	1963-01-01T00:00:00Z	male	award
Academy Award of the Hungarian Academy of Sciences	Béla Halász	1963-01-01T00:00:00Z	male	award
Academy Award of the Hungarian Academy of Sciences	Béla Kőhalmi	1969-01-01T00:00:00Z	male	award
Academy Award of the Hungarian Academy of Sciences	Béla Pomogáts	1989-01-01T00:00:00Z	male	award
Academy Award of the Hungarian Academy of Sciences	Béla Pomogáts	1989-01-01T00:00:00Z	male	award
Academy Award of the Hungarian Academy of Sciences	Csaba Csapodi	1976-01-01T00:00:00Z	male	award
Academy Award of the Hungarian Academy of Sciences	Csaba Csapodi	1976-01-01T00:00:00Z	male	award
Academy Award of the Hungarian Academy of Sciences	Csaba Csuzdi	2011-01-01T00:00:00Z	male	award
Academy Award of the Hungarian Academy of Sciences	Csaba Csáki	1970-01-01T00:00:00Z	male	award
Academy Award of the Hungarian Academy of Sciences	Csaba Pléh	1996-01-01T00:00:00Z	male	award
Academy Award of the Hungarian Academy of Sciences	Elemér Mályusz	1973-01-01T00:00:00Z	male	award
Academy Award of the Hungarian Academy of Sciences	Emil Niederhauser	1963-01-01T00:00:00Z	male	award
Academy Award of the Hungarian Academy of Sciences	Emil Niederhauser	1978-01-01T00:00:00Z	male	award
Academy Award of the Hungarian Academy of Sciences	Ernő Mészáros	1979-01-01T00:00:00Z	male	award
Academy Award of the Hungarian Academy of Sciences	Ernő Takács	2008-01-01T00:00:00Z	male	award
Academy Award of the Hungarian Academy of Sciences	Ernő Takács	2008-01-01T00:00:00Z	male	award
Academy Award of the Hungarian Academy of Sciences	Ervin Pamlényi	1965-01-01T00:00:00Z	male	award
Academy Award of the Hungarian Academy of Sciences	Ervin Pamlényi	1965-01-01T00:00:00Z	male	award
Academy Award of the Hungarian Academy of Sciences	Erzsébet Ligeti	1996-01-01T00:00:00Z	female	award
Academy Award of the Hungarian Academy of Sciences	Erzsébet Ligeti	1996-01-01T00:00:00Z	female	award
Academy Award of the Hungarian Academy of Sciences	Erzsébet Nováky	2005-01-01T00:00:00Z	female	award
Academy Award of the Hungarian Academy of Sciences	Erzsébet Szalai	1998-01-01T00:00:00Z	female	award
Academy Award of the Hungarian Academy of Sciences	Eva Kondorosi	1985-01-01T00:00:00Z	female	award
Academy Award of the Hungarian Academy of Sciences	Eva Kondorosi	1985-01-01T00:00:00Z	female	award
Academy Award of the Hungarian Academy of Sciences	Felinger Attila	2009-01-01T00:00:00Z	male	award
Academy Award of the Hungarian Academy of Sciences	Felinger Attila	2009-01-01T00:00:00Z	male	award
Academy Award of the Hungarian Academy of Sciences	Ferenc Bíró	1997-01-01T00:00:00Z	male	award
Academy Award of the Hungarian Academy of Sciences	Ferenc Gécseg	1980-01-01T00:00:00Z	male	award
Academy Award of the Hungarian Academy of Sciences	Ferenc Horváth	1992-01-01T00:00:00Z	male	award
Academy Award of the Hungarian Academy of Sciences	Ferenc Horváth	1992-01-01T00:00:00Z	male	award
Academy Award of the Hungarian Academy of Sciences	Ferenc Pusztai	1978-01-01T00:00:00Z	male	award
