AWARD	PERSON	DATE	GENDER	DESCRIPTION
A. I. Virtanen Award	Ari Helenius	1995-01-01T00:00:00Z	male	$null$
A. I. Virtanen Award	Esko Nurmi	1987-01-01T00:00:00Z	male	$null$
A. I. Virtanen Award	Esko Nurmi	1987-01-01T00:00:00Z	male	$null$
A. I. Virtanen Award	Esko Nurmi	1987-01-01T00:00:00Z	male	$null$
A. I. Virtanen Award	Johanna Ivaska	2017-01-01T00:00:00Z	female	$null$
A. I. Virtanen Award	Johanna Ivaska	2017-01-01T00:00:00Z	female	$null$
A. I. Virtanen Award	Leevi Kääriäinen	1985-01-01T00:00:00Z	male	$null$
A. I. Virtanen Award	Leevi Kääriäinen	1985-01-01T00:00:00Z	male	$null$
A. I. Virtanen Award	Markku Leskela	2011-01-01T00:00:00Z	male	$null$
A. I. Virtanen Award	Markku Leskela	2011-01-01T00:00:00Z	male	$null$
A. I. Virtanen Award	Markku Leskela	2011-01-01T00:00:00Z	male	$null$
A. I. Virtanen Award	Pekka Pyykkö	1997-01-01T00:00:00Z	male	$null$
A. I. Virtanen Award	Pekka Pyykkö	1997-01-01T00:00:00Z	male	$null$
A. I. Virtanen Award	Pekka Pyykkö	1997-01-01T00:00:00Z	male	$null$
A. I. Virtanen Award	Pirjo Mäkelä	1991-01-01T00:00:00Z	female	$null$
A.G. Huntsman Award for Excellence in the Marine Sciences	Christopher Garrett	1982-01-01T00:00:00Z	male	medal awarded by the Royal Society of Canada
A.G. Huntsman Award for Excellence in the Marine Sciences	Jeffrey A. Hutchings	2017-01-01T00:00:00Z	male	medal awarded by the Royal Society of Canada
A.G. Huntsman Award for Excellence in the Marine Sciences	John Tuzo Wilson	1981-01-01T00:00:00Z	male	medal awarded by the Royal Society of Canada
A.G. Huntsman Award for Excellence in the Marine Sciences	Lynne Talley	2003-01-01T00:00:00Z	female	medal awarded by the Royal Society of Canada
A.G. Huntsman Award for Excellence in the Marine Sciences	Paul Falkowski	1998-01-01T00:00:00Z	male	medal awarded by the Royal Society of Canada
A.G. Huntsman Award for Excellence in the Marine Sciences	Reuben Lasker	1983-01-01T00:00:00Z	male	medal awarded by the Royal Society of Canada
A.G. Huntsman Award for Excellence in the Marine Sciences	Tom Fenchel	1986-01-01T00:00:00Z	male	medal awarded by the Royal Society of Canada
A.G. Huntsman Award for Excellence in the Marine Sciences	Wallace Smith Broecker	1985-01-01T00:00:00Z	male	medal awarded by the Royal Society of Canada
A.G. Huntsman Award for Excellence in the Marine Sciences	Wolfgang H. Berger	1984-01-01T00:00:00Z	male	medal awarded by the Royal Society of Canada
A.N. Krylov Prize	Sergei Godunov	1972-01-01T00:00:00Z	male	award in computational mathematics by the Russian Academy of Sciences
A.N. Krylov Prize	Sergei Godunov	1972-01-01T00:00:00Z	male	award in computational mathematics by the Russian Academy of Sciences
A.N. Krylov Prize	Valery Svetlitsky	2010-01-01T00:00:00Z	male	award in computational mathematics by the Russian Academy of Sciences
A.N. Krylov Prize	Valery Svetlitsky	2010-01-01T00:00:00Z	male	award in computational mathematics by the Russian Academy of Sciences
A.O. Kovalevsky Medal	Denis Duboule	2013-01-01T00:00:00Z	male	$null$
A.O. Kovalevsky Medal	Walter J. Gehring	2003-01-01T00:00:00Z	male	$null$
AA Shakhmatov Prize	Anna Pichkhadze	2012-01-01T00:00:00Z	female	Russian prize
AA Shakhmatov Prize	Nadezhda Onipenko	2003-01-01T00:00:00Z	female	Russian prize
AAAI Fellow	Charles Lee Isbell, Jr.	2019-01-01T00:00:00Z	male	Award
AAAI Fellow	Charles Lee Isbell, Jr.	2019-01-01T00:00:00Z	male	Award
AAAI Fellow	Cynthia Breazeal	2020-01-01T00:00:00Z	female	Award
AAAI Fellow	Cynthia Breazeal	2020-01-01T00:00:00Z	female	Award
AAAI Fellow	Dragomir R. Radev	2020-01-01T00:00:00Z	male	Award
AAAI Fellow	Dragomir R. Radev	2020-01-01T00:00:00Z	male	Award
AAAI Fellow	Eric Grimson	2000-01-01T00:00:00Z	male	Award
AAAI Fellow	Eric Grimson	2000-01-01T00:00:00Z	male	Award
AAAI Fellow	Fernando Pereira	1991-01-01T00:00:00Z	male	Award
AAAI Fellow	Henry Kautz	1997-01-01T00:00:00Z	male	Award
AAAI Fellow	Henry Kautz	1997-01-01T00:00:00Z	male	Award
AAAI Fellow	Karen Spärck Jones	1993-01-01T00:00:00Z	female	Award
AAAI Fellow	Karen Spärck Jones	1993-01-01T00:00:00Z	female	Award
AAAI Fellow	Kevin Leyton-Brown	2018-01-01T00:00:00Z	male	Award
AAAI Fellow	Kevin Leyton-Brown	2018-01-01T00:00:00Z	male	Award
AAAI Fellow	Marie desJardins	2018-01-01T00:00:00Z	female	Award
AAAI Fellow	Marie desJardins	2018-01-01T00:00:00Z	female	Award
AAAI Fellow	Martha Palmer	2020-01-01T00:00:00Z	female	Award
AAAI Fellow	Michael L. Littman	2010-01-01T00:00:00Z	male	Award
AAAI Fellow	Michael L. Littman	2010-01-01T00:00:00Z	male	Award
AAAI Fellow	Natalya Noy	2020-01-01T00:00:00Z	female	Award
AAAI Fellow	Natalya Noy	2020-01-01T00:00:00Z	female	Award
AAAI Fellow	Padhraic Smyth	2010-01-01T00:00:00Z	male	Award
AAAI Fellow	Padhraic Smyth	2010-01-01T00:00:00Z	male	Award
AAAI Fellow	Pedro Domingos	2010-01-01T00:00:00Z	male	Award
AAAI Fellow	Pedro Domingos	2010-01-01T00:00:00Z	male	Award
AAAI Fellow	Richard E. Korf	1994-01-01T00:00:00Z	male	Award
AAAI Fellow	Russell Greiner	2007-01-01T00:00:00Z	male	Award
AAAI Fellow	Russell Greiner	2007-01-01T00:00:00Z	male	Award
AAAI Fellow	Saul Amarel	1990-01-01T00:00:00Z	male	Award
AAAI Fellow	Sylvie Thiebaux	2020-01-01T00:00:00Z	female	Award
AAAI Fellow	Sylvie Thiebaux	2020-01-01T00:00:00Z	female	Award
AAAI Fellow	Thomas Binford	1994-01-01T00:00:00Z	male	Award
AAAI Fellow	Thomas Binford	1994-01-01T00:00:00Z	male	Award
AAAI Fellow	Thomas G. Dietterich	1994-01-01T00:00:00Z	male	Award
AAAI Fellow	Thomas Schiex	2020-01-01T00:00:00Z	male	Award
AAAI Fellow	Thomas Schiex	2020-01-01T00:00:00Z	male	Award
AAAI Fellow	Wendy G. Lehnert	1991-01-01T00:00:00Z	female	Award
AAAI Fellow	William T. Freeman	2020-01-01T00:00:00Z	male	Award
AAAI Fellow	William T. Freeman	2020-01-01T00:00:00Z	male	Award
AAAI Fellow	Wolfgang Bibel	1990-01-01T00:00:00Z	male	Award
AAAI Fellow	Wolfgang Bibel	1990-01-01T00:00:00Z	male	Award
AAAI Fellow	Yann LeCun	2020-01-01T00:00:00Z	male	Award
AAAI Fellow	Yann LeCun	2020-01-01T00:00:00Z	male	Award
AAAI Fellow	Yoshua Bengio	2020-01-01T00:00:00Z	male	Award
AAAS Award for Science Diplomacy	Julia Marton-Lefèvre	1998-01-01T00:00:00Z	female	American science award
AAAS Award for Science Diplomacy	Julia Marton-Lefèvre	1998-01-01T00:00:00Z	female	American science award
AAAS Award for Science Diplomacy	Thomas R. Pickering	2008-01-01T00:00:00Z	male	American science award
AAAS Award for Science Diplomacy	Thomas R. Pickering	2008-01-01T00:00:00Z	male	American science award
AAAS Fellow	Achille Messac	2019-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Achille Messac	2019-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Adriana Moreo	2018-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Alan Balch	2011-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Alejandro Aballay	2013-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Alice Agogino	1993-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Alice Agogino	1993-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Alice Y. Cheung	2020-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Allan Acosta	1995-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Allan Acosta	1995-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Alyson G Wilson	2015-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Amanda Bryant-Friedrich	2019-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Amanda Bryant-Friedrich	2019-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Amos Arthur Heller	1936-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Amos Arthur Heller	1936-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Amy Cohen-Corwin	2006-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Amy K. Wolfe	2018-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Andrea Wiley	2017-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Andrea Wiley	2017-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Angela K. Wilson	2012-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Ann Richmond	2017-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Anne Kernan	1987-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Anne Kernan	1987-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Annette Summers Engel	2019-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Annette Summers Engel	2019-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Barbara J. Graves	2007-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Barbara J. Graves	2007-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Barbara Zilinskas	2007-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Barbara Zilinskas	2007-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Ben Ware	1991-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Beryl Lieff Benderly	2009-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Beryl Lieff Benderly	2009-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Bianca Bernstein	2014-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Bianca Bernstein	2014-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Bridget Wilson	2012-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Bridget Wilson	2012-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Cammy Abernathy	2014-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Cardy Raper	2012-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Cardy Raper	2012-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Carla Caceres	2017-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Carla Caceres	2017-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Carol Mason	2006-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Carol Wicks	2014-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Cassandra Fraser	2015-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Catherine G. Constable	2017-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Catherine Pringle	2009-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Catherine Pringle	2009-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Cathie Martin	2012-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Cathie Martin	2012-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Cathy L. Whitlock	2011-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Cheryl A Kerfeld	2019-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Cheryl A Kerfeld	2019-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Cheryl J. Briggs	2019-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Chris Impey	2009-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Chris Impey	2009-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Christine Maziar	2002-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Christine Maziar	2002-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Cora Randall	2015-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Cora Randall	2015-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Corrie Moreau	2018-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Corrie Moreau	2018-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Craig E. Cameron	2014-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Cristina Amon	2003-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Daniel J. Kleitman	1973-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Daniel L. Stein	2008-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Daniela Bortoletto	2013-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	David B. Goldstein	2013-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	David B. Goldstein	2013-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	David B. Goldstein	2013-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	David Eppstein	2017-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	David Gadsby	2018-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	David N. Seidman	2014-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	David Walba	1999-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	David Walba	1999-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Diana E Wheeler	2013-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Diana E Wheeler	2013-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Dianna Padilla	2013-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Dominique M. Bachelet	2017-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Donna M Fekete	2009-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Donna M Fekete	2009-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Donna M Fekete	2009-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Dorothy Zolandz	2011-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Dorothy Zolandz	2011-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Douglas R. Cavener	2014-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Dragomir R. Radev	2018-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Edward J. Malecki	2007-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Edward J. Malecki	2007-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Elaine Wethington	2018-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Elaine Wethington	2018-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Elly Nedivi	2016-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Erica Golemis	2019-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Eugene Domack	2012-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Eugene Domack	2012-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Eugene Domack	2012-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Eve Clark	2003-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Eve Clark	2003-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Eve Clark	2003-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Frances Arnold	2009-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Gail A Bishop	2019-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Gail A Bishop	2019-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Gail A Bishop	2019-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Gail Marcus	1992-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Georgia Tomaras	2018-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Georgia Tomaras	2018-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Gilbert Nathanson	2004-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Gina G. Turrigiano	2017-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Gina G. Turrigiano	2017-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Hanna Reisler	2012-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Harold Amos	1965-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Harold Amos	1965-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Heather Maynard	2018-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Helma Wennemers	2019-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Ilesanmi Adesida	2003-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Ingrid Burke	2010-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Ingrid Burke	2010-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Irma Thesleff	2009-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Irma Thesleff	2009-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	James Birchler	2002-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	James Birchler	2002-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Janet Franklin	2015-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Janet Franklin	2015-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Janet Franklin	2015-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Jay Pasachoff	1984-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Jennifer Hollingsworth	2019-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	JoAnn M. Burkholder	2004-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	JoAnn M. Burkholder	2004-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	JoAnn M. Burkholder	2004-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Joan Wilentz	2001-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Joan Wilentz	2001-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	John L. Anderson	2001-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	John Mortvedt	1989-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Joseph Aoun	2013-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Joseph Aoun	2013-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Juan Gualterio Roederer	1980-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Judith McDowell	1992-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Judith McDowell	1992-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Judith Vanhouten	2009-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Judith Vanhouten	2009-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Julia K Parrish	2019-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Julia K Parrish	2019-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Julia Kornfield	2007-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Julia Y Chan	2019-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Julia Y Chan	2019-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Karen A. Rader	2013-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Karen Liller	2012-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Karen Liller	2012-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Karen McNulty Walsh	2018-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Karen McNulty Walsh	2018-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Karen R. Lips	2011-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Karen Seto	2017-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Karen Seto	2017-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Karl S. Zimmerer	2012-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Katherine Yelick	2018-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Kathryn Horwitz	2000-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Kathryn Horwitz	2000-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Kathryn L Cottingham	2019-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Kathryn L Cottingham	2019-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Kristi Anseth	2006-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Laura Grabel	2003-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Laura Grabel	2003-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Laura J. Crossey	2019-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Laura J. Crossey	2019-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Laura J. Crossey	2019-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Lawrence A. Brown	2000-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Lawrence A. Brown	2000-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Lawrence A. Brown	2000-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Lelio Orci	1999-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Linda C. Smith	1993-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Linda Slakey	2016-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Linda Slakey	2016-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Lisa Ainsworth	2019-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Louise H. Kellogg	2012-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Maria Elena Zavala	2009-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Maria Elena Zavala	2009-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Mariana Wolfner	2006-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Mariana Wolfner	2006-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Mariana Wolfner	2006-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Marie Currie Thursby	2015-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Marie Currie Thursby	2015-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Marie Maynard Daly	1966-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Marie Maynard Daly	1966-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Marina E. Wolf	2017-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Mark Baker	2007-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Mary Nye	1998-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Mary Nye	1998-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Mary Potter	1982-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Mary Roberts	2006-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Mary Roberts	2006-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Meghan A. Duffy	2019-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Michael F. Hochella	2007-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Michael Franz	2019-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Michael J. Sailor	2011-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Michele S Swanson	2019-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Michele S Swanson	2019-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Monica Roth	2016-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Monica Roth	2016-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Myroslaw Harasewych	2002-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Myroslaw Harasewych	2002-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Nancy Reame	2000-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Nancy Ruddle	2014-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Nancy Ruddle	2014-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Nicholas Abbott	2010-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Nicole W. Biggart	2012-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Nora Lapitan	2013-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Nora Lapitan	2013-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Odest Jenkins	2019-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Patricia A. Soranno	2019-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Patricia A. Soranno	2019-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Patricia Gober	2008-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Patricia Simmons	2013-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Patricia Simmons	2013-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Paul Fixen	2006-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Paul Fixen	2006-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Paul Fixen	2006-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Penny Gilmer	1994-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Penny Gilmer	1994-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Peter Culicover	2011-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Peter Culicover	2011-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Pulickel Ajayan	2007-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Pulickel Ajayan	2007-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Pulickel Ajayan	2007-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Ralph E Thiers	1966-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Ralph E Thiers	1966-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Rebecca Abergel	2019-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Rebecca Abergel	2019-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Renee M. Clary	2019-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Reza Abbaschian	2006-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Rita K. Chow	1982-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Rita K. Chow	1982-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Robert Macdonald	2016-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Robert Macdonald	2016-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Roger D. Launius	2007-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Roger H. Stuewer	1983-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Roger K. Summit	1986-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Roland Bürgmann	2020-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Ronald F. Abler	1985-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Sally Shaywitz	2020-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Sandra Chung	2012-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Sandra Chung	2012-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Sara Stinson	2007-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Sara Stinson	2007-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Sarah L. Pallas	2011-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Sarah L. Pallas	2011-01-01T00:00:00Z	female	award and fellowship
